Autor	Tekst	Procesiran tekst
9	i srešćemo se opet jedne zime u maglen suton pun uvelih nada, ti nećeš biti ni strasna ni mlada, ali još svesna svega što se zbilo. blesnuće stari tvoj osmeh i njime ti vaskrsnućeš sve, i maskarada prošlih celova, snova, serenada prhnuće kao prezdravelo krilo. no to će biti za trenut, a potom u naše oči leš će maja leći i taj trenutni osmeh će izreći sud nad nekada voljenim životom: ono što tada zvasmo život ceo beše tek jedan mali, svetli deo.	['sresti', 'opet', 'jedan', 'zima', 'maglen', 'suton', 'pun', 'uvel', 'nada', 'strastan', 'mlad', 'još', 'svestan', 'sve', 'zbiti', 'blesnuti', 'star', 'osmeh', 'vaskrsnuti', 'maskarada', 'prošli', 'celov', 'san', 'serenada', 'prhnuti', 'prezdraviti', 'krilo', 'no', 'trenut', 'potom', 'naš', 'oko', 'leš', 'maj', 'leći', 'trenutan', 'osmeh', 'izreći', 'sud', 'nad', 'nekada', 'voljen', 'život', 'tada', 'zvati', 'život', 'cel', 'Beš', 'tek', 'jedan', 'mali', 'svetao', 'deo']
8	upij se u mene zagrljajem jednim, ko groznica tajna struji mojom krvi, krepko stegni moje telo, nek se smrvi, i daj mi poljupce za kojima žednim. kao hermes stari i sa njom afrodita, stopi se u meni strašću tvojom celom, da sav iznemognem pod vitkim ti telom, i da duša moja bude sita. kad pomislim, draga, da će doći vreme kad za mene neće postojati žena, kad će čula moja redom da zaneme, i strasti da prođu kao im i pena. a da će, još uvek, pokraj mene svuda biti mesečine pod kojom se žudi, i mladih srdaca što stvaraju čuda, i žena što vole i voljenih ljudi. vrisnuo bih, draga, riknuo bih tada kao bik pogođen zrnom posred čela što u naporima uzaludnim pada dok iz njega bije krv crna i vrela. upij se u mene zagrljajem jednim, ko groznica tajna struji mojom krvi, krepko stegni moje telo, nek se smrvi, i daj mi poljupce za kojima žednim.	['upiti', 'zagrljaj', 'jedan', 'groznica', 'tajna', 'strujati', 'krv', 'krepko', 'stegnuti', 'telo', 'nek', 'smrviti', 'dati', 'poljubac', 'koji', 'žedan', 'Hermes', 'star', 'Afrodita', 'stopa', 'strast', 'cel', 'iznemoći', 'pod', 'vitak', 'telo', 'duša', 'sit', 'pomisliti', 'drag', 'doći', 'vreme', 'postojati', 'žena', 'čuti', 'red', 'zanemeti', 'strast', 'proći', 'oni', 'pena', 'još', 'uvek', 'pokraj', 'svuda', 'mesečina', 'pod', 'koji', 'žudeti', 'mlad', 'srce', 'stvarati', 'čudo', 'žena', 'voliti', 'voljen', 'čovek', 'vrisnuti', 'drag', 'riknuti', 'tada', 'bik', 'pogoditi', 'zrno', 'posred', 'čelo', 'napor', 'uzaludan', 'pad', 'dok', 'krv', 'crn', 'vrelo', 'upiti', 'zagrljaj', 'jedan', 'groznica', 'tajna', 'strujati', 'krv', 'krepko', 'stegnuti', 'telo', 'nek', 'smrviti', 'dati', 'poljubac', 'koji', 'žedan']
8	ja osećam danas da u meni teče krv predaka mojih, junačkih i grubih, i razumem dobro, u to mutno veče, zašto bojne igre u detinjstvu ljubih. i prezirem tugu, zaboravljam bolju, jer u meni teče krv predaka moji’, mučenika starih i junaka koji umirahu ćutke na strašnome kolju. jest, ja sam se dugo sa prirodom hrvo, uspeo sam – sve se može kad se hoće – da na ovo staro i surovo drvo nakalemim najzad blagorodno voće. i sad, ako plačem kad se mesec krene s oreolom modrim niz nebeske pute, il’ kad stare šume, čarobne sirene, jedno tužno veče zlokobno zaćute, ja osećam ipak, ispod svežih grana i kalema novih da, ko nekad jaka, u korenu starom struji snažna hrana, neiscrpna krepkost starinskih junaka. sve iščezne tada. zaboravljam bolju, a preda me staju redom preci moji, mučenici stari, i junaci koji umirahu ćutke na strašnome kolju…	['osećati', 'danas', 'teći', 'krv', 'predak', 'junački', 'grub', 'razumeti', 'dobro', 'mutan', 'veče', 'zašto', 'bojni', 'igra', 'detinjstvo', 'ljub', 'prezirati', 'tuga', 'zaboravljati', 'dobar', 'jer', 'teći', 'krv', 'predak', 'mučenik', 'star', 'junak', 'koji', 'umirati', 'ćutak', 'strašan', 'klati', 'dugo', 'priroda', 'hrvo', 'uspeti', 'moći', 'ovaj', 'star', 'surov', 'drvo', 'nakalemiti', 'najzad', 'blagorodan', 'voće', 'sad', 'ako', 'plakati', 'mesec', 'krenuti', 'oreol', 'modar', 'niz', 'nebeski', 'put', 'ili', 'star', 'šuma', 'čaroban', 'sirena', 'jedan', 'tužan', 'veče', 'zlokobno', 'zaćutati', 'osećati', 'ipak', 'ispod', 'svež', 'grana', 'kalem', 'nov', 'nekad', 'jak', 'koren', 'star', 'struja', 'snažan', 'hrana', 'neiscrpan', 'krepkost', 'starinski', 'junak', 'iščeznuti', 'tada', 'zaboravljati', 'dobar', 'predati', 'stajati', 'red', 'predak', 'mučenik', 'star', 'junak', 'koji', 'umirati', 'ćutak', 'strašan', 'klati', '…']
8	danas, draga moja, poljem pada slana, i hore se zvona iz dalekog grada, a ravnicom crnom širi se i vlada mutna atmosfera zadušničkih dana. danas, draga moja, poljem pada slana. osećaš li, draga, kraj opšteg razvića klicâ, žudnih da se što pre na svet jave, u humkama svežim, ispod nove trave, tajno raspadanje prežaljenih bića?… – daj mi usta tvoja, daj mogućnost tajnu da, živ, zaboravim da sam živ, da svuda vidim samo sreću i dobrotu krajnu, da spokojan budem i tih kao buda! daj mi usta tvoja, daj mogućnost tajnu! jer osećam stalno raspadanje bića, i dok pokraj mene mre priroda mlada, nečujno, u samom početku razvića, i crnom ravnicom tiho pada slana, u mojoj se duši prostire i vlada mutna atmosfera zadušničkih dana…	['danas', 'drag', 'polje', 'pad', 'slan', 'hora', 'zvon', 'dalek', 'grad', 'ravnica', 'crn', 'širiti', 'vlada', 'mutan', 'atmosfera', 'zadušnički', 'dan', 'danas', 'drag', 'polje', 'padati', 'slan', 'osećati', 'drag', 'kraj', 'opšti', 'razvić', 'klica', 'žudan', 'pre', 'svet', 'javiti', 'humka', 'svež', 'ispod', 'nov', 'trava', 'tajan', 'raspadanje', 'prežaliti', 'biće', '…', 'dati', 'usta', 'dati', 'mogućnost', 'tajan', 'živ', 'zaboraviti', 'živ', 'svuda', 'videti', 'samo', 'sreća', 'dobrota', 'Krajna', 'spokojan', 'buda', 'dati', 'usta', 'dati', 'mogućnost', 'tajna', 'jer', 'osećati', 'stalan', 'raspadanje', 'biće', 'dok', 'pokraj', 'mreti', 'priroda', 'mlad', 'nečujno', 'sam', 'početak', 'razvić', 'crn', 'ravnica', 'tiho', 'padati', 'slan', 'duša', 'prostirati', 'vlada', 'mutan', 'atmosfera', 'zadušnički', 'dan', '…']
8	gospod je tako hteo da me stvori u zemlji gde se monotono živi; promiču dani ni bolji ni gori, i, sivi, klize u nedogled sivi. a sâm sam sebi drugu dušu dao, i s njome čežnje i potrebe nove, i dok me ovde gnječi udes zao, u predele me druge duša zove. i, šetalica, ja se večno krećem izmeću sveta čeznuća i stvari: jedan me goni kao krvnik stari, a drugi krišom posipa me cvećem. a sudbina će zato da me smrvi, i osvetničko vreme da me zgazi, jer sam van njega, uzavrele krvi, i ne koračam po utrtoj stazi. propašću i ja, i sa mnom svi oni rođeni s dušom nemirnom, u dane ćiftinske strasti i namerne mane, kad neobičan osećaj se goni! takva je sudba! niko neće znati da nekad besmo prvi, premda mali, kolenu našem da smo, kao mati, nov jezik s novim osećajem dali. jer bog je tako hteo da nas stvori u doba kad se monotono živi, kad dani nisu ni bolji ni gori a ljudi mlaki, jednostavni, sivi…	['Gospod', 'tako', 'stvoriti', 'zemlja', 'gde', 'monotono', 'živeti', 'promicati', 'dan', 'dobar', 'gora', 'siv', 'kliziti', 'nedogled', 'siv', 'sâm', 'drugi', 'duša', 'dati', 'čežnja', 'potreba', 'nov', 'dok', 'ovde', 'gnječiti', 'udes', 'zao', 'predel', 'drugi', 'duša', 'zvati', 'šetalica', 'večno', 'kretati', 'izmeću', 'svet', 'čeznuće', 'stvar', 'jedan', 'goniti', 'krvnik', 'star', 'drugi', 'krišom', 'posipati', 'cveće', 'sudbina', 'zato', 'smrviti', 'osvetnički', 'vreme', 'zgaziti', 'jer', 'van', 'uzavreo', 'krv', 'koračati', 'utreti', 'staza', 'propast', 'oni', 'roditi', 'duša', 'nemiran', 'dan', 'ćiftinski', 'strast', 'nameran', 'mana', 'neobičan', 'osećaj', 'goniti', 'takav', 'sudba', 'nitko', 'znati', 'nekad', 'besmo', 'prvi', 'premda', 'mali', 'koleno', 'naš', 'Mati', 'nov', 'jezik', 'nov', 'osećaj', 'dati', 'jer', 'bog', 'tako', 'stvoriti', 'doba', 'monotono', 'živeti', 'dan', 'dobar', 'gora', 'čovek', 'mlak', 'jednostavan', 'siv', '…']
8	iskopaše ti oči, lepa sliko! večeri jedne na kamenoj ploči, znajući da ga tad ne vidi niko, arbanas ti je nožem izbo oči. ali dirnuti rukom nije smeo ni otmeno ti lice, niti usta, ni zlatnu krunu, ni kraljevski veo, pod kojim leži kosa tvoja gusta. i sad u crkvi, na kamenom stubu, u iskićenom mozaik-odelu, dok mirno snosiš sudbu svoju grubu, gledam te tužnu, svečanu, i belu; i kao zvezde ugašene, koje čoveku ipak šalju svetlost svoju, i čovek vidi sjaj, oblik, i boju dalekih zvezda što već ne postoje, tako na mene, sa mračnoga zida, na iščađaloj i starinskoj ploči, sijaju sada, tužna simonida, – tvoje već davno iskopane oči!	['iskopati', 'oko', 'lep', 'slika', 'večer', 'jedan', 'kamen', 'ploča', 'znati', 'tad', 'videti', 'nitko', 'Arbanas', 'nož', 'izbosti', 'oko', 'dirnuti', 'ruka', 'smesti', 'otmen', 'lice', 'niti', 'usta', 'zlatan', 'kruna', 'kraljevski', 'veo', 'pod', 'koji', 'ležati', 'kosa', 'gust', 'sad', 'crkva', 'kamen', 'stub', 'iskićen', 'mozaik-odel', 'dok', 'mirno', 'snositi', 'sudba', 'svoj', 'grub', 'gledati', 'tužan', 'svečan', 'bel', 'zvezda', 'ugasiti', 'koji', 'čovek', 'ipak', 'slati', 'svetlost', 'svoj', 'čovek', 'videti', 'sjaj', 'oblik', 'boja', 'dalek', 'zvezda', 'već', 'postojati', 'tako', 'mračan', 'zid', 'iščađali', 'starinski', 'ploča', 'sijati', 'sada', 'tužan', 'Simonida', 'već', 'davno', 'iskopati', 'oko']
10	zelenim, mladim rečima, kanim da te uspavljujem , dok se nehajno pripremaš da preskočiš potok noći s promišlju, radosnom, da jutro donosim u rukama. takodđe godine minuti, hitro kao dečastvo. moje reči gase svetiljke, utpljavaju te. i moja ruka usnula je već sretna na tvomlicu.	['zelen', 'mlad', 'reč', 'kaniti', 'uspavljivati', 'dok', 'nehajno', 'pripremati', 'preskočiti', 'potok', 'noć', 'promišlja', 'radostan', 'jutro', 'donositi', 'ruka', 'takodđi', 'godina', 'minuta', 'hitro', 'dečastvo', 'reč', 'gasiti', 'svetiljka', 'utpljavati', 'ruka', 'usnuti', 'već', 'sretan', 'tvomlica']
10	od zvijezda satkan, iz beskraja, aleksa se vraća iz raja. ima li ikog, u čase sretne, s dobrom na licu, s dušom, da sretne? hoće li iko, živ, mrtav, ko zna – na starom mostu da ga prepozna? a voda žubori, mire jasmini, gle ono djevojče nalik emini! izašle lijepe anke i zore, s neretvom neriječ da prozbore. prolazi aleksa sav od svjetlosti – a nikog svoga, bože oprosti. samo pazimo, ko sjene crne, nas nekoliko da ne posrne.	['zvezda', 'satkati', 'beskraj', 'Aleks', 'vraćati', 'raj', 'imati', 'ikoji', 'čas', 'sretan', 'dobar', 'lice', 'duša', 'sresti', 'itko', 'živ', 'mrtav', 'znati', 'star', 'most', 'prepoznati', 'voda', 'žuboriti', 'miriti', 'jasmin', 'gle', 'devojče', 'nalik', 'Emin', 'izaći', 'lep', 'Anka', 'zora', 'Neretva', 'neriječa', 'prozboriti', 'prolaziti', 'Aleks', 'svetlost', 'nitko', 'svoj', 'Bog', 'oprostiti', 'samo', 'paziti', 'sjena', 'crn', 'nekoliko', 'posrnuti']
4	počeo sam da svodim račune, da vidimo u kojoj sam fazi, odavno bi hteli da me zbune al ne mogu jer sam još u snazi. računa se da sam bio zverka i da nisam imao problema, stavlja mi se poneka zamerka ali u njoj ništa bitno nema. razbojnici ogrezli u slavi od mog srca naprave čitanku da prouče lekciju ljubavi u pećini na tajnom sastanku. od mene su napravili čudo ni pas s maslom pojeo me ne bi svi veruju da ih volim ludo dok ja pesme pevam samo sebi.	['početi', 'svoditi', 'račun', 'videti', 'koji', 'faza', 'odavno', 'zbuniti', 'moći', 'jer', 'još', 'snaga', 'računati', 'zverka', 'imati', 'problem', 'stavljati', 'poneki', 'zamerka', 'ništa', 'bitan', 'nemati', 'razbojnik', 'ogresti', 'slava', 'srce', 'napraviti', 'čitanka', 'proučiti', 'lekcija', 'ljubav', 'pećina', 'tajan', 'sastanak', 'napraviti', 'čudo', 'pas', 'maslo', 'pojesti', 'verovati', 'oni', 'voliti', 'ludo', 'dok', 'pesma', 'pevati', 'samo']
4	što ja ne bih pokušao da te prevarim da ti kažem ubedljivo: ta su brda što se vide kroz tvoj prozor sasvim plava. ti da odmah poveruješ a da stalno gledaš mene kako strog a uznesen kroz tvoj prozor gledam brda sasvim plava. a tek posle da proveriš pa da vidiš kako brda kroz tvoj prozor baš i nisu sasvim plava, čak i nisu neka brda. pa da onda gledaš sebe, da se čudiš, da se pitaš šta ti bi da poveruješ. ali da sve kasno bude pa da plačeš kad ja odem, a da sebe uveravaš i da sebi dočaravaš da su brda a ta brda sasvim plava. zašto ne bih pokušao pa da sebi dočaravaš kad ja odem.	['pokušati', 'prevariti', 'kazati', 'ubedljivo', 'brdo', 'videti', 'kroz', 'prozor', 'sasvim', 'plav', 'odmah', 'poverovati', 'stalno', 'gledati', 'kako', 'strog', 'uzneti', 'kroz', 'prozor', 'gledati', 'brdo', 'sasvim', 'plav', 'tek', 'posle', 'proveriti', 'videti', 'kako', 'brdo', 'kroz', 'prozor', 'baš', 'sasvim', 'plav', 'čak', 'neki', 'brdo', 'onda', 'gledati', 'čuditi', 'pitati', 'poverovati', 'kasno', 'plakati', 'otići', 'uveravati', 'dočaravati', 'brdo', 'brdo', 'sasvim', 'plav', 'zašto', 'pokušati', 'dočaravati', 'otići']
4	suparnica to je žena koja hoće što ja hoću, ispruža se ruka njena da me gurne u samoću. ona neće ljubav tvoju - hoće mene da istisne, uzmi drugu bilo koju a nju pusti neka svisne. ako sam ti ikad išta značila u tvom životu nemoj s njom, nemoj s njom. uzmi drugu bilo koju neku strašnu kao grom, al molim te, nemoj s njom. nije mi do tebe stalo, nisi mi ti neko cveće, al kad je njoj na um palo da te otme - e baš neće!	['suparnica', 'žena', 'koji', 'ispružati', 'ruka', 'njen', 'gurnuti', 'samoća', 'ljubav', 'istisnuti', 'uzeti', 'drugi', 'bilo', 'koji', 'pustiti', 'neka', 'svisnuti', 'ako', 'ikad', 'išta', 'značiti', 'život', 'moći', 'moći', 'uzeti', 'drugi', 'bilo', 'koji', 'neki', 'strašan', 'grom', 'moliti', 'moći', 'stati', 'neki', 'cveće', 'um', 'pasti', 'oteti', 'e', 'baš']
4	ima nešto u tom što me nećeš, ostavljaš mi vremena za druge, vidim kako veselo obljećeš kao leptir oko moje tuge. ima nešto u tom što me nećeš, nešto čemu ni sam ne znaš ime, sve što kažeš na šalu okrećeš, a sve znači - ne zaboravi me. ima nešto u tom što me nećeš, od te laži načisto umrjeću... ima nešto u tom što me nećeš, i u tome što ja tebe neću…	['imati', 'nešto', 'ostavljati', 'vreme', 'drugi', 'videti', 'kako', 'veselo', 'obljetiti', 'leptir', 'oko', 'tuga', 'imati', 'nešto', 'nešto', 'znati', 'ime', 'kazati', 'šala', 'okretati', 'značiti', 'zaboraviti', 'imati', 'nešto', 'laž', 'načisto', 'umrjeće', 'imati', 'nešto', '…']
5	"""pa kako ste, prijo, moja draga koko?"" ""evo ve te, lijo, dižem se visoko."" ""a gde su vam manji, tako mili meni?"" ""ne brin' te se za nj', dobro su skriveni."" ""htela bih videti samo jesi l' ćudi mirne, a mi se već znamo, hulja ko ih dirne!"" ""ta baš zato, teto, što se dobro znamo, pravilo nam sveto da se pričuvamo."""	['kako', 'prija', 'draga', 'koka', 'evo', 've', 'lija', 'dizati', 'visoko', 'gde', 'malen', 'tako', 'militi', 'Brin', 'te', 'dobro', 'skriti', 'videti', 'samo', 'l', 'ćud', 'miran', 'već', 'znati', 'hulja', 'oni', 'dirnuti', 'baš', 'zato', 'teta', 'dobro', 'znati', 'pravilo', 'svet', 'pričuvati']
5	naša čigra lepo igra, sitno veze, pravo stoji, jer se boji. u nje nije božja duša, ona samo bič naš sluša. al mi deca bolje znamo, jer mi biča ne trebamo, naša duša reči sluša. recite nam to je zdravo, ići ćemo uvek lepo, stajaćemo uvek pravo.	['naš', 'čigra', 'lepo', 'igrati', 'sitno', 'veza', 'pravo', 'stajati', 'jer', 'bojati', 'božji', 'duša', 'samo', 'bič', 'naš', 'slušati', 'dete', 'dobro', 'znati', 'jer', 'bič', 'trebati', 'naš', 'duša', 'reč', 'slušati', 'reći', 'zdrav', 'ići', 'uvek', 'lepo', 'stajati', 'uvek', 'pravo']
5	gde je bola gde je jada pesma blaži, gde se klone gde se pada pesma snaži, gde su ljudi dobre ćudi pesma se ori, što ne možeš drukčije reći pesma zbori. gde utehe nema druge pesma stiže, a gde sumnja sve obori pesma diže. eno majke kod kolevke čeda tija, čedo spava a majka ga pesmom njija. pesma miri lepše nego cveće majsko, a što pesma čedu želi to je rajsko.	['gde', 'bol', 'gde', 'jad', 'pesma', 'blag', 'gde', 'kloniti', 'gde', 'padati', 'pesma', 'snažiti', 'gde', 'čovek', 'dobar', 'ćud', 'pesma', 'oriti', 'moći', 'drugačije', 'reći', 'pesma', 'zboriti', 'gde', 'uteha', 'nemati', 'drugi', 'pesma', 'stizati', 'gde', 'sumnjati', 'oboriti', 'pesma', 'dizati', 'eno', 'majka', 'kod', 'kolevka', 'Čeda', 'Tija', 'čedo', 'spavati', 'majka', 'pesma', 'pesma', 'miriti', 'lep', 'nego', 'cveće', 'majski', 'pesma', 'čedo', 'želeti', 'rajski']
5	haj napolje momak ko je, tamo veje beli sneg, vidiš onde navej’o je čitav bedem, čitav breg. zima, zima - e, pa šta je, ako j' zima, nije lav! zima, zima - pa neka je, ne boji se ko je zdrav! a šta može zima meni, šta mi može, šta mi sme? nek mi nosić pocrveni, eto to je, to je sve! zima, zima - e, pa šta je, ako j' zima, nije lav! zima, zima - pa neka je, ne boji se ko je zdrav!	['haj', 'napolje', 'momak', 'tamo', 'Vejo', 'beo', 'sneg', 'videti', 'onde', 'navej', 'čitav', 'bedem', 'čitav', 'breg', 'zima', 'zima', 'e', 'ako', 'j', 'zima', 'lav', 'zima', 'zima', 'neka', 'bojati', 'zdrav', 'moći', 'zima', 'moći', 'smeti', 'nek', 'nosić', 'pocrveneti', 'eto', 'zima', 'zima', 'e', 'ako', 'j', 'zima', 'lav', 'zima', 'zima', 'neka', 'bojati', 'zdrav']
2	kako si lepa, sestro pavina! ponoć je, je li? svrh vrata bije časovnik stari. napolju vije vetar, i sipa u okna naša pahulje bele. zaklopi zbornik pa sedi bliže uz odar moj. pogledaj kako vatra se žari, i hukti, i bukti u peći toj. gle kako njena koralna pruga veselo igra po zidu gore! veruj mi, tako i moje srce hukti i bukti, igra i besni, mahnito, ludo - ne zna šta radi, sasvim se smelo; i evo, evo, izgore celo, izgore celo! a znaš li zašto ono poluđe? u moje srce ti noćas uđe, pa s njega ode svih bola tama, i ti ga vatrom zapali sama - jer iskre same iz tebe biju, lepše od sviju anđela raja, što nežno šušte, kô behar beli, u toploj reči molitve tvoje. pogledaj: širom ćelije naše te svetle iskre lepote tvoje kako se viju, kako se roje i rasipaju po svakoj strani, kô zapaljeni sami đerdani! i svuda, eno, gde koja pane, po jedno zlatno kandilo plane... položi zbornik na stočić tamo, i mani sada anđele cele, pa sedni ovde uz odar moj, do zore bele da gledam samo: kako si lepa, sestro pavina!	['kako', 'lep', 'sestra', 'Pavin', 'ponoć', 'svrh', 'vrat', 'časovnik', 'star', 'napolju', 'viti', 'vetar', 'sipati', 'okno', 'naš', 'pahulja', 'beo', 'zaklopiti', 'zbornik', 'sediti', 'blisko', 'uz', 'odar', 'pogledati', 'kako', 'vatra', 'žariti', 'huktiti', 'bukteti', 'peć', 'gle', 'kako', 'njen', 'koralni', 'pruga', 'veselo', 'igrati', 'zid', 'gore', 'verovati', 'tako', 'srce', 'huktiti', 'bukteti', 'igrati', 'besan', 'mahnito', 'ludo', 'znati', 'raditi', 'sasvim', 'smeo', 'evo', 'evo', 'izgoreti', 'cel', 'izgoreti', 'cel', 'znati', 'zašto', 'poluditi', 'srce', 'noćas', 'ući', 'otići', 'bol', 'tama', 'vatra', 'zapaliti', 'sam', 'jer', 'iskra', 'sam', 'lep', 'anđeo', 'raj', 'nežno', 'šuštati', 'kô', 'behar', 'beo', 'topao', 'reč', 'molitva', 'pogledati', 'širom', 'ćelija', 'naš', 'te', 'svetao', 'iskra', 'lepota', 'kako', 'viti', 'kako', 'rojiti', 'rasipati', 'svaki', 'strana', 'kô', 'zapaliti', 'sam', 'đerdan', 'svuda', 'eno', 'gde', 'koji', 'Pan', 'jedan', 'zlatan', 'kandilo', 'planuti', 'položiti', 'zbornik', 'Stočić', 'tamo', 'manuti', 'sada', 'anđeo', 'cel', 'sesti', 'ovde', 'uz', 'odar', 'zora', 'beo', 'gledati', 'samo', 'kako', 'lep', 'sestra', 'Pavin']
